Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,Dominican Republic,1997,8150078,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,1998,8282125,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,1999,8411380,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2000,8540790,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2001,8669038,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2002,8795104,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2003,8919857,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2004,9043135,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2005,9164770,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2006,9284169,,,,,,,,,,,10000,0.0010771024,1.0771024,,,,10000,0.0010771024,1.0771024,,,,,,,,,,,,,,,,,
,Dominican Republic,2007,9402209,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2008,9522954,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2009,9648061,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2010,9775756,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2011,9903743,,,,,,,,,,,9000,0.0009087473,0.9087473,,,,9000,0.0009087473,0.9087473,,,,,,,,,,,,,,,,,
,Dominican Republic,2012,10030885,,,,,,,,,,,1000,0.0000996921,0.0996921,,,,1000,0.0000996921,0.0996921,,,,,,,,,,,,,,,,,
,Dominican Republic,2013,10157054,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,
,Dominican Republic,2014,10282116,,,,,,,,,,,2000,0.0001945125,0.1945125,0,0,0,2000,0.0001945125,0.1945125,0,0,0,,,,,,,,,,0.029658291,0.081255590968266,0.049430486,0,0
,Dominican Republic,2015,10405832,,,,,,,,,,,1000,0.00009609995,0.09609995,0,0,0,0,0,0,0,0,0,,,,,,,,,,0.04940499,0.13535613563274002,0.06916698,0.009880997,0
,Dominican Republic,2016,10527589,,,,,,,,,,,1000,0.00009498851,0.09498851,1000,0.00009498851,0.09498851,0,0,0,0,0,0,,,,,,,,,,0.029630715,0.08118004028409,0.03950762,0,0
,Dominican Republic,2017,10647247,,,,,,,,,,,10000,0.00093920995,0.93920995,0,0,0,8000,0.00075136794,0.75136794,0,0,0,,,,,,,,,,0.02962174,0.08115545124324,0.04936957,0.009873914,0
,Dominican Republic,2018,10765532,,,,,,,,,,,25000,0.002322226,2.322226,0,0,0,24000,0.002229337,2.229337,0,0,0,2000,0.00018577809,0.18577808999999998,,,,,,,0.029613957,0.08113412795578201,0.049356595,0,0
,Dominican Republic,2019,10881886,,,,,,,,,,,22000,0.0020217083,2.0217083000000002,0,0,0,23000,0.0021136042,2.1136041999999997,1000,0.00009189583,0.09189583,2000,0.00018379166,0.18379166,,,,,,,0.05921194,0.16222449152844,0.08881792,0.009868656,0
,Dominican Republic,2020,10999668,,,,,,,,,,,31000,0.0028182669,2.8182669000000002,0,0,0,30000,0.002727355,2.7273549999999998,0,0,0,3000,0.00027273552,0.27273552,,,,,,,0.039448135,0.10807708111101001,0.06903424,0.009862034,0
,East Timor,1961,475805,1000,0.0021017012,2.1017012,0.7143,,1400,0.002942382,29.42382,,,,,,,,,1000,0.0021017012,2.1017012,1000,0.0021017012,2.1017012,,,,,,,,,,1.9790671,5.4221015896146,18.207417,2.0646484,0.98418474
,East Timor,1962,483330,1000,0.00206898,2.0689800000000003,0.7143,,1400,0.0028965718,28.965718,,,,,,,,,1000,0.00206898,2.0689800000000003,1000,0.00206898,2.0689800000000003,,,,,,,,,,1.9505514,5.3439763849164,17.91935,2.03629,0.96455836
,East Timor,1963,491121,1000,0.002036158,2.0361580000000004,0.7143,,1400,0.0028506212,28.506211999999998,,,,,,,,,1000,0.002036158,2.0361580000000004,1000,0.002036158,2.0361580000000004,,,,,,,,,,1.920769,5.262380769294,17.64103,2.0066135,0.9442887
,East Timor,1964,499141,1000,0.0020034418,2.0034418,0.7143,,1400,0.0028048186,28.048185999999998,,,,,,,,,1000,0.0020034418,2.0034418,1000,0.0020034418,2.0034418,,,,,,,,,,1.893493,5.187652002918001,17.353432,1.9688025,0.935988
,East Timor,1965,507479,1000,0.001970525,1.9705249999999999,0.7143,,1400,0.0027587349,27.587349,,,,,,,,,1000,0.001970525,1.9705249999999999,1000,0.001970525,1.9705249999999999,,,,,,,,,,1.857338,5.088597209388,17.072392,1.9329273,0.9178705
,East Timor,1966,516199,1000,0.0019372373,1.9372373,0.7143,,1400,0.0027121324,27.121324,,,,,,,,,1000,0.0019372373,1.9372373,1000,0.0019372373,1.9372373,,,,,,,,,,1.8268536,5.0050783061136,16.787596,1.9025221,0.8972121
,East Timor,1967,525279,1000,0.0019037502,1.9037502,0.7143,,1400,0.0026652503,26.652503000000003,,,,,,,,,1000,0.0019037502,1.9037502,1000,0.0019037502,1.9037502,,,,,,,,,,1.795008,4.917830087808,16.490284,1.8707011,0.8866907
,East Timor,1968,534653,1000,0.001870372,1.870372,0.7143,,1400,0.0026185208,26.185208,,,,,,,,,1000,0.001870372,1.870372,1000,0.001870372,1.870372,,,,,,,,,,1.765201,4.836167074926,16.200863,1.8410072,0.8663563
,East Timor,1969,544247,1000,0.0018374011,1.8374011000000001,0.7143,,1400,0.0025723614,25.723614,,,,,,,,,1000,0.0018374011,1.8374011000000001,1000,0.0018374011,1.8374011000000001,,,,,,,,,,1.7374464,4.7601270756864,15.919353,1.8026006,0.8578642
,East Timor,1970,554030,1000,0.0018049565,1.8049565,0.7143,,1400,0.002526939,25.26939,,,,,,,,,1000,0.0018049565,1.8049565,1000,0.0018049565,1.8049565,,,,,,,,,,1.7007021,4.6594577616246005,15.633377,1.7770157,0.8394491
,East Timor,1971,563963,1000,0.001773166,1.773166,0.7143,,1400,0.0024824324,24.824323999999997,,,,,,,,,1000,0.001773166,1.773166,1000,0.001773166,1.773166,,,,,,,,,,1.6710316,4.5781687213416005,15.3581,1.747987,0.8245222
,East Timor,1972,574023,1000,0.0017420904,1.7420904000000001,0.7143,,1400,0.0024389266,24.389266,,,,,,,,,1000,0.0017420904,1.7420904000000001,1000,0.0017420904,1.7420904000000001,,,,,,,,,,1.6449516,4.5067166672616,15.093541,1.7116387,0.81136125
,East Timor,1973,584038,1000,0.0017122173,1.7122172999999998,0.7143,,1400,0.0023971044,23.971044,,,,,,,,,1000,0.0017122173,1.7122172999999998,1000,0.0017122173,1.7122172999999998,,,,,,,,,,1.6212131,4.441679681610601,14.836895,1.6882976,0.7938353
,East Timor,1974,592282,1000,0.0016883849,1.6883849,0.7143,,1400,0.0023637388,23.637388,,,,,,,,,1000,0.0016883849,1.6883849,1000,0.0016883849,1.6883849,,,,,,,,,,1.5895468,4.3549226961768,14.630548,1.6567109,0.7835794
,East Timor,1975,600132,1000,0.0016663001,1.6663001,0.7143,,1400,0.00233282,23.328200000000002,,,,,,,,,1000,0.0016663001,1.6663001,1000,0.0016663001,1.6663001,,,,,,,,,,1.5687548,4.2979583131848,14.439173,1.6350403,0.77332985
,East Timor,1976,609653,1000,0.0016402773,1.6402773,0.7143,,1400,0.0022963884,22.963884,,,,,,,,,1000,0.0016402773,1.6402773,1000,0.0016402773,1.6402773,,,,,,,,,,1.5507182,4.2485429712132,14.213135,1.6148858,0.75931716
,East Timor,1977,619312,1000,0.0016146951,1.6146951,0.7143,,1400,0.002260573,22.60573,,,,,,,,,1000,0.0016146951,1.6146951,1000,0.0016146951,1.6146951,,,,,,,,,,1.520526,4.165824615876001,13.99088,1.5919601,0.75516057
,East Timor,1978,627678,1000,0.0015931736,1.5931736,0.7143,,1400,0.002230443,22.30443,,,,,,,,,1000,0.0015931736,1.5931736,1000,0.0015931736,1.5931736,,,,,,,,,,1.5038761,4.1202084519486,13.796851,1.5717932,0.73738444
,East Timor,1979,634557,1000,0.0015759026,1.5759026,0.7143,,1400,0.0022062636,22.062636,,,,,,,,,1000,0.0015759026,1.5759026,1000,0.0015759026,1.5759026,,,,,,,,,,1.4876521,4.0757591373246,13.649207,1.5527368,0.7345282
,East Timor,1980,642230,1000,0.0015570746,1.5570746,0.7143,,1400,0.0021799044,21.799044,,,,,,,,,1000,0.0015570746,1.5570746,1000,0.0015570746,1.5570746,,,,,,,,,,1.4655497,4.0152046173822,13.488485,1.528876,0.7237283
,East Timor,1981,649257,1000,0.0015402221,1.5402221,0.7143,,1400,0.002156311,21.56311,,,,,,,,,1000,0.0015402221,1.5402221,1000,0.0015402221,1.5402221,,,,,,,,,,1.4571733,3.9922555765158,13.339433,1.5111427,0.7195918
,East Timor,1982,655121,1000,0.0015264356,1.5264356000000001,0.7143,,1400,0.0021370098,21.370098,,,,,,,,,1000,0.0015264356,1.5264356000000001,1000,0.0015264356,1.5264356000000001,,,,,,,,,,1.4398257,3.9447279057582003,13.222703,1.5036154,0.7108
,East Timor,1983,662421,1000,0.0015096139,1.5096139,0.7143,,1400,0.0021134596,21.134596000000002,,,,,,,,,1000,0.0015096139,1.5096139,1000,0.0015096139,1.5096139,,,,,,,,,,1.4250907,3.9043580431482,13.077303,1.4809766,0.6985739
,East Timor,1984,671382,1000,0.001489465,1.489465,0.7143,,1400,0.002085251,20.852510000000002,,,,,,,,,1000,0.001489465,1.489465,1000,0.001489465,1.489465,,,,,,,,,,1.4086169,3.8592243449694,12.905976,1.4657229,0.6947908
,East Timor,1985,682119,1000,0.0014660199,1.4660198999999998,0.7143,,1400,0.0020524277,20.524277,,,,,,,,,1000,0.0014660199,1.4660198999999998,1000,0.0014660199,1.4660198999999998,,,,,,,,,,1.3836294,3.7907654415444,12.704235,1.4416839,0.6869769
,East Timor,1986,694257,1000,0.0014403887,1.4403887,0.7143,,1400,0.0020165443,20.165443,,,,,,,,,1000,0.0014403887,1.4403887,1000,0.0014403887,1.4403887,,,,,,,,,,1.3574512,3.7190443463712004,12.480738,1.4160463,0.67384267
,East Timor,1987,707764,1000,0.0014129004,1.4129004,0.7143,,1400,0.0019780605,19.780605,,,,,,,,,1000,0.0014129004,1.4129004,1000,0.0014129004,1.4129004,,,,,,,,,,1.3354734,3.6588311962884,12.235293,1.3943913,0.6579171
,East Timor,1988,722694,1000,0.0013837115,1.3837115000000002,0.7143,,1400,0.0019371961,19.371961,,,,,,,,,1000,0.0013837115,1.3837115000000002,1000,0.0013837115,1.3837115000000002,,,,,,,,,,1.3103195,3.5899164024570003,11.989916,1.3595796,0.64038163
,East Timor,1989,739744,1000,0.001351819,1.3518189999999999,0.7143,,1400,0.0018925467,18.925467,,,,,,,,,1000,0.001351819,1.3518189999999999,1000,0.001351819,1.3518189999999999,,,,,,,,,,1.2730079,3.4876928418354005,11.693911,1.3223494,0.6315698
,East Timor,1990,758120,1076,0.0014193003,1.4193003,0.7493,,1436,0.0018941592,18.941592,,,,,,,,,1000,0.0013190524,1.3190524,1000,0.0013190524,1.3190524,,,,,,,,,,1.3670396,3.7453139351496003,12.52129,1.4165698,0.67361367
,East Timor,1991,772663,753,0.00097455166,0.97455166,0.722,,1043,0.001349877,13.49877,,,,,,,,,1000,0.0012942253,1.2942253000000001,1000,0.0012942253,1.2942253000000001,,,,,,,,,,0.8949956,2.4520427152056,8.215858,0.9352201,0.44246975
,East Timor,1992,783708,1371,0.0017493761,1.7493761,0.89959997,,1524,0.0019446018,19.446018000000002,,,,,,,,,1000,0.0012759855,1.2759855,1000,0.0012759855,1.2759855,,,,,,,,,,1.653741,4.530797214966,15.171276,1.715371,0.81146294
,East Timor,1993,795184,1402,0.0017631139,1.7631139,0.7418,,1890,0.0023768083,23.768082999999997,,,,,,,,,1000,0.0012575706,1.2575706,1000,0.0012575706,1.2575706,,,,,,,,,,1.7159299,4.7011777612074,15.778185,1.7891709,0.847502
,East Timor,1994,807119,668,0.00082763506,0.8276350600000001,0.75909996,,880,0.0010902977,10.902977,,,,,,,,,1000,0.0012389746,1.2389746000000001,1000,0.0012389746,1.2389746000000001,,,,,,,,,,0.77240163,2.11616882815338,7.0785847,0.8041441,0.3809104
,East Timor,1995,819234,913,0.0011144558,1.1144558,0.7953,,1148,0.001401309,14.013090000000002,,,,,,,,,1000,0.0012206525,1.2206525,1000,0.0012206525,1.2206525,,,,,,,,,,1.0371395,2.8414780537770006,9.535335,1.0794718,0.5079867
,East Timor,1996,831272,1244,0.0014965017,1.4965016999999998,0.80259997,,1550,0.0018646123,18.646123,,,,,,,,,1000,0.0012029756,1.2029756,1000,0.0012029756,1.2029756,,,,,,,,,,1.4530864,3.9810585903263997,13.318215,1.5053557,0.7108624
,East Timor,1997,843347,783,0.00092844345,0.92844345,0.8339,,939,0.0011134207,11.134207,,,,,,,,,1000,0.0011857515,1.1857515,1000,0.0011857515,1.1857515,,,,,,,,,,0.8902741,2.4391070988966,8.176195,0.9312063,0.44002053
,East Timor,1998,855421,672,0.0007855781,0.7855781000000001,0.85389996,,787,0.0009200148,9.200148,,,,,,,,,1000,0.0011690151,1.1690151,1000,0.0011690151,1.1690151,,,,,,,,,,0.727934,1.994339706084,6.661094,0.75784904,0.35898116
,East Timor,1999,866652,1030,0.0011884817,1.1884816999999999,0.79969996,,1288,0.001486179,14.861790000000001,,,,,,,,,1000,0.0011538657,1.1538657,1000,0.0011538657,1.1538657,,,,,,,,,,1.1448194,3.1364914754844,10.479501,1.1839585,0.5675173
,East Timor,2000,878367,800,0.00091078103,0.91078103,0.79999995,,1000,0.0011384763,11.384763,,,,,,,,,1000,0.0011384763,1.1384763,1000,0.0011384763,1.1384763,,,,,,,,,,0.87503284,2.3973502226018404,8.011412,0.9139232,0.42779386
,East Timor,2001,893003,660,0.00073907926,0.7390792599999999,0.8049,,820,0.00091825,9.182500000000001,,,,,,,,,1000,0.001119817,1.1198169999999998,1000,0.001119817,1.1198169999999998,,,,,,,,,,0.7022597,1.9239991588422003,6.4568877,0.7315205,0.35112986
,East Timor,2002,909648,640,0.00070356886,0.7035688600000001,0.79999995,,800,0.00087946106,8.7946106,,,,,,,,,1000,0.0010993263,1.0993263,1000,0.0010993263,1.0993263,,,,,,,,,,0.67204016,1.84120589939616,6.1274247,0.6918061,0.32613716
,East Timor,2003,926725,650,0.0007013947,0.7013946999999999,0.8759,,742,0.000800669,8.006689999999999,,,,,,,,,1000,0.0010790688,1.0790688,1000,0.0010790688,1.0790688,,,,,,,,,,0.664469,1.820462995494,6.0909657,0.6946721,0.3322345
,East Timor,2004,945993,878,0.00092836836,0.92836836,0.89599997,,980,0.0010359485,10.359485000000001,,,,,,,,,1000,0.0010570902,1.0570902,1000,0.0010570902,1.0570902,,,,,,,,,,0.7053223,1.9323898436898,6.480788,0.73598856,0.34755015
,East Timor,2005,969318,879,0.0009073802,0.9073802,0.91239995,,964,0.0009945136,9.945136,,,,,,,,,1000,0.0010316531,1.0316531,1000,0.0010316531,1.0316531,,,,,,,,,,0.811746,2.223961621596,7.4187417,0.8425718,0.40073535
,East Timor,2006,994573,885,0.00089004025,0.89004025,0.8872,,998,0.0010034457,10.034457,,,,,,,,,1000,0.0010054567,1.0054567,1000,0.0010054567,1.0054567,,,,,,,,,,0.7062528,1.9349391587328002,6.53028,0.7369595,0.34800863
,East Timor,2007,1019369,886,0.00086981256,0.86981256,0.94799995,,935,0.0009172341,9.172341,,,,,,,,,1000,0.0009809991,0.9809991,1000,0.0009809991,0.9809991,,,,,,,,,,0.63011533,1.72634335259958,5.8133216,0.6606047,0.31505767
,East Timor,2008,1043085,800,0.0007669557,0.7669556999999999,0.8969,,892,0.00085515564,8.551556399999999,,,,,,,,,1000,0.00095869467,0.95869467,1000,0.00095869467,0.95869467,,,,,,,,,,0.70464057,1.93052209028382,6.5028257,0.73483944,0.35232028
,East Timor,2009,1065543,1818,0.0017061724,1.7061724,1.1867,,1532,0.0014377646,14.377646,,,,,,,,,1000,0.00093848864,0.93848864,1000,0.00093848864,0.93848864,,,,,,,,,,0.75889945,2.0791765545507004,6.919965,0.788856,0.36946422
,East Timor,2010,1088492,362,0.0003325702,0.3325702,1.0112,,358,0.0003288954,3.288954,,,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0.30151808,0.8260769232460801,2.8141685,0.32161927,0.15075904
,East Timor,2011,1112985,1554,0.0013962452,1.3962452,1.6154,,962,0.00086434226,8.6434226,,,,,,,,,1000,0.0008984847,0.8984847,1000,0.0008984847,0.8984847,,,,,,,0,0,0,1.1700157,3.2055224336982002,10.740145,1.2200165,0.5800078
,East Timor,2012,1137683,1041,0.00091524614,0.9152461399999999,1.3519,,770,0.0006768142,6.768142,,,,,,,,,1000,0.00087897945,0.87897945,1000,0.00087897945,0.87897945,,,,,,,0,0,0,1.1851017,3.2468539401342,10.845174,1.2348958,0.5875714
,East Timor,2013,1161558,999,0.0008604047,0.8604046999999999,1.2041,,830,0.00071455754,7.1455754,,,,,,,,,1000,0.00086091267,0.8609126699999999,1000,0.00086091267,0.8609126699999999,,,,,,,0,0,0,1.1018219,3.0186901067994003,10.144703,1.1514535,0.5459478
,East Timor,2014,1184842,984,0.000831115,0.831115,1.2732999,,773,0.00065240765,6.5240765000000005,,,1000,0.0008439944,0.8439943999999999,,,,2000,0.0016879888,1.6879887999999998,2000,0.0016879888,1.6879887999999998,,,,,,,0,0,0,1.3277383,3.6376391417058,9.512155,1.0701174,0.48551622
,East Timor,2015,1205822,990,0.00082163035,0.82163035,1.3327999,,743,0.00061617716,6.1617716,,,1000,0.0008293098,0.8293098,,,,2000,0.0016586196,1.6586196,2000,0.0016586196,1.6586196,,,,,,,0,0,0,1.3290851,3.6413290046826,10.166509,1.1505512,0.52568287
,East Timor,2016,1224568,968,0.00079080136,0.79080136,1.2379999,,782,0.0006385925,6.385924999999999,,,2000,0.001633229,1.633229,,,,2000,0.001633229,1.633229,2000,0.001633229,1.633229,,,,,,,0,0,0,1.4234979,3.8999942075754004,10.452257,1.1746346,0.53754467
,East Timor,2017,1243238,898,0.0007229107,0.7229107,1.1712999,,767,0.0006169374,6.169374,,,1000,0.00080435124,0.80435124,,,,1000,0.00080435124,0.80435124,1000,0.00080435124,0.80435124,,,,,,,0,0,0,1.1197855,3.067905448773,9.60816,1.0897914,0.50990236
,East Timor,2018,1261850,881,0.0006988707,0.6988707,1.0916,,808,0.0006403297,6.403297,,,2000,0.0015849745,1.5849745,,,,2000,0.0015849745,1.5849745,2000,0.0015849745,1.5849745,0,0,0,,,,0,0,0,1.3967745,3.8267794137870004,10.02864,1.1254586,0.5124856
,East Timor,2019,1280442,868,0.0006786172,0.6786172,1.0314,,842,0.00065758545,6.575854499999999,,,2000,0.0015619607,1.5619607,,,,3000,0.002342941,2.3429409999999997,3000,0.002342941,2.3429409999999997,,,,,,,0,0,0,2.0601985,5.644379395611,15.562578,1.7572283,0.80792105
,East Timor,2020,1299998,855,0.00065834715,0.65834715,0.9719,,881,0.00067769334,6.7769334,,,3000,0.0023076958,2.3076958,,,,4000,0.0030769277,3.0769277,4000,0.0030769277,3.0769277,,,,,,,0,0,0,3.143977,8.613635530302,25.06054,2.8295794,1.3083
,East Timor,2021,1320944,361,0.000274001,0.274001,0.6647,,544,0.00041182668,4.1182668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eastern Africa (FAO),1961,78161680,10002,,,0.5535,,18071,,,,,0,0,0,2000,0.000025587986,0.025587986,7000,0.00008955795,0.08955795,6000,0.00007676396,0.07676395999999999,0,0,0,,,,0,0,0,0.07,0.19178082000000002,0.71,0.08,0.04
,Eastern Africa (FAO),1962,80295280,10641,,,0.6653,,15994,,,,,0,0,0,1000,0.000012454032,0.012454032,9000,0.00011208629,0.11208629,7000,0.000087178225,0.08717822500000001,0,0,0,,,,0,0,0,0.09,0.24657534,0.89,0.09,0.05
,Eastern Africa (FAO),1963,82515280,12481,,,0.5945,,20995,,,,,0,0,0,3000,0.0000363569,0.0363569,8000,0.00009695174,0.09695174,7000,0.00008483277,0.08483277,0,0,0,,,,1000,0.000012118968,0.012118967999999999,0.09,0.24657534,0.8,0.09,0.04
,Eastern Africa (FAO),1964,84828430,11581,,,0.77489996,,14945,,,,,0,0,0,2000,0.000023577002,0.023577002,9000,0.00010609651,0.10609651,8000,0.00009430801,0.09430801000000001,0,0,0,,,,1000,0.000011788501,0.011788501,0.1,0.2739726,0.89,0.1,0.05
,Eastern Africa (FAO),1965,87229340,11067,,,0.8537,,12964,,,,,0,0,0,1000,0.0000114640325,0.011464032499999999,9000,0.00010317629,0.10317628999999999,9000,0.00010317629,0.10317628999999999,0,0,0,,,,1000,0.0000114640325,0.011464032499999999,0.1,0.2739726,0.93,0.1,0.05
,Eastern Africa (FAO),1966,89720290,11320,,,1.4061999,,8050,,,,,0,0,0,0,0,0,10000,0.00011145751,0.11145751,9000,0.00010031176,0.10031176,0,0,0,,,,1000,0.000011145751,0.011145751,0.1,0.2739726,0.96,0.11,0.05
,Eastern Africa (FAO),1967,92299030,13121,,,1.4109,,9300,,,,,1000,0.00001083435,0.010834350000000001,2000,0.0000216687,0.021668700000000003,11000,0.00011917785,0.11917785,10000,0.0001083435,0.1083435,0,0,0,,,,1000,0.00001083435,0.010834350000000001,0.1,0.2739726,0.98,0.11,0.05
,Eastern Africa (FAO),1968,94978616,18259,,,1.3677,,13350,,,,,1000,0.000010528685,0.010528685000000001,1000,0.000010528685,0.010528685000000001,17000,0.00017898766,0.17898766,16000,0.00016845897,0.16845896999999999,0,0,0,,,,1000,0.000010528685,0.010528685000000001,0.17,0.46575342000000003,1.64,0.16,0.08
,Eastern Africa (FAO),1969,97770880,17000,,,1.1496999,,14787,,,,,1000,0.000010227994,0.010227993999999999,3000,0.000030683983,0.030683983,15000,0.00015341991,0.15341991000000002,13000,0.00013296392,0.13296392,0,0,0,,,,1000,0.000010227994,0.010227993999999999,0.14,0.38356164000000004,1.33,0.14,0.07
,Eastern Africa (FAO),1970,100677850,28711,,,1.5891999,,18066,,,,,2000,0.000019865343,0.019865342999999997,7000,0.0000695287,0.0695287,23000,0.00022845143,0.22845143,20000,0.00019865342,0.19865342,0,0,0,,,,1000,0.000009932672,0.009932672,0.2,0.5479452,2,0.2,0.1
,Eastern Africa (FAO),1971,103717350,28645,,,1.2085999,,23701,,,,,0,0,0,6000,0.00005784953,0.057849529999999996,21000,0.00020247335,0.20247335,19000,0.00018319018,0.18319018,0,0,0,,,,1000,0.000009641588,0.009641588,0.18,0.49315068,1.79,0.18,0.09
,Eastern Africa (FAO),1972,106884460,34336,,,1.3492,,25450,,,,,0,0,0,7000,0.00006549128,0.06549128000000001,27000,0.00025260923,0.25260923,24000,0.00022454152,0.22454152000000002,0,0,0,,,,1000,0.0000093558965,0.0093558965,0.22,0.60273972,2.25,0.22,0.11
,Eastern Africa (FAO),1973,110137480,32123,,,1.2649,,25396,,,,,0,0,0,8000,0.000072636496,0.072636496,24000,0.00021790947,0.21790947000000002,22000,0.00019975036,0.19975036,0,0,0,,,,1000,0.000009079562,0.009079562,0.2,0.5479452,1.94,0.2,0.1
,Eastern Africa (FAO),1974,113419820,44297,,,1.4882,,29766,,,,,0,0,0,1000,0.000008816801,0.008816800999999999,36000,0.00031740483,0.31740483,22000,0.00019396962,0.19396961999999998,0,0,0,,,,2000,0.000017633602,0.017633601999999998,0.2,0.5479452,1.95,0.2,0.1
,Eastern Africa (FAO),1975,116699170,55520,,,1.4484999,,38328,,,,,1000,0.000008569041,0.008569041,19000,0.00016281178,0.16281178000000002,37000,0.0003170545,0.3170545,25000,0.00021422603,0.21422602999999998,0,0,0,,,,2000,0.000017138082,0.017138082,0.21,0.57534246,2.1,0.21,0.1
,Eastern Africa (FAO),1976,119957500,74896,,,1.8533,,40413,,,,,0,0,0,0,0,0,46000,0.00038346913,0.38346913000000005,29000,0.00024175228,0.24175227999999999,0,0,0,,,,2000,0.000016672571,0.016672571,0.24,0.65753424,2.46,0.24,0.12
,Eastern Africa (FAO),1977,123217240,79449,,,1.6092,,49372,,,,,0,0,0,13000,0.00010550472,0.10550472,58000,0.00047071333,0.47071333,30000,0.00024347242,0.24347242,0,0,0,,,,2000,0.000016231495,0.016231495,0.24,0.65753424,2.45,0.24,0.12
,Eastern Africa (FAO),1978,126554744,107341,,,2.2381,,47960,,,,,0,0,0,36000,0.0002844619,0.2844619,67000,0.00052941515,0.5294151500000001,31000,0.0002449533,0.2449533,0,0,0,,,,3000,0.000023705157,0.023705157,0.24,0.65753424,2.45,0.24,0.12
,Eastern Africa (FAO),1979,130072410,111262,,,1.7672,,62961,,,,,2000,0.000015376052,0.015376052,1000,0.000007688026,0.007688026,88000,0.00067654625,0.6765462499999999,29000,0.00022295275,0.22295274999999998,0,0,0,,,,3000,0.000023064076,0.023064076,0.23,0.6301369800000001,2.25,0.22,0.11
,Eastern Africa (FAO),1980,133839720,118641,,,1.6897,,70215,,,,,1000,0.0000074716236,0.0074716235999999995,1000,0.0000074716236,0.0074716235999999995,102000,0.0007621056,0.7621056,24000,0.00017931897,0.17931897,0,0,0,,,,3000,0.000022414872,0.022414872000000002,0.18,0.49315068,1.8,0.17,0.09
,Eastern Africa (FAO),1981,137874110,109054,,,1.6896,,64543,,,,,0,0,0,1000,0.0000072529933,0.0072529933,126000,0.00091387716,0.91387716,36000,0.00026110775,0.26110774999999997,0,0,0,,,,3000,0.00002175898,0.02175898,0.26,0.71232876,2.63,0.26,0.13
,Eastern Africa (FAO),1982,142154600,125403,,,1.6704999,,75068,,,,,0,0,0,0,0,0,113000,0.00079490925,0.79490925,33000,0.00023214164,0.23214163999999998,0,0,0,,,,3000,0.000021103786,0.021103786000000003,0.23,0.6301369800000001,2.36,0.22,0.11
,Eastern Africa (FAO),1983,146666200,107166,,,1.4404,,74398,,,,,0,0,0,1000,0.0000068182035,0.0068182035,106000,0.00072272954,0.72272954,22000,0.00015000047,0.15000047,0,0,0,,,,3000,0.00002045461,0.020454609999999998,0.15,0.4109589,1.55,0.14,0.07
,Eastern Africa (FAO),1984,151375570,116825,,,1.4796,,78956,,,,,1000,0.000006606086,0.006606086000000001,0,0,0,109000,0.0007200634,0.7200634,20000,0.00013212173,0.13212173,0,0,0,,,,3000,0.000019818259,0.019818259,0.13,0.35616438,1.4,0.12,0.06
,Eastern Africa (FAO),1985,156250850,124836,,,1.6899999,,73866,,,,,0,0,0,3000,0.000019199897,0.019199897,115000,0.000735996,0.7359960000000001,26000,0.0001663991,0.1663991,0,0,0,,,,3000,0.000019199897,0.019199897,0.16,0.43835616000000005,1.72,0.16,0.08
